match_id,date,home_team,away_team,home_team_id,away_team_id,home_team_elo,away_team_elo
1640971,2023-04-08,Tottenham,Brighton,30,211,1845.14172363,1832.8918457
1640972,2023-02-26,Tottenham,Chelsea,30,15,1851.54345703,1841.25744629
1640973,2023-04-08,Wolves,Chelsea,161,15,1707.26000977,1843.55297852
1640974,2023-04-15,Aston Villa,Newcastle,24,23,1801.51379395,1876.32250977
1640975,2023-04-15,Chelsea,Brighton,15,211,1827.1842041,1826.63415527
1640976,2023-04-15,Everton,Fulham,31,170,1687.97729492,1710.90686035
1640977,2023-04-17,Leeds,Liverpool,19,26,1694.9630127,1925.24829102
1640978,2023-04-15,Man City,Leicester,167,14,2060.53198242,1722.04296875
1640979,2023-04-16,Forest,Man United,174,32,1635.66027832,1878.94042969
1640980,2023-04-15,Southampton,Crystal Palace,18,162,1652.01867676,1754.00146484
1640981,2023-04-15,Tottenham,Bournemouth,30,183,1851.72167969,1665.27624512
1640982,2023-04-16,West Ham,Arsenal,29,13,1751.60864258,1946.84802246
1640983,2023-04-15,Wolves,Brentford,161,189,1717.9519043,1782.32421875
